"cigar"[3]: ["soare","lucid","cigar"]
"vogue"[3]: ["soare","guild","vogue"]
"owing"[3]: ["soare","clint","owing"]
"token"[5]: ["soare","mythy","covet","towel","token"]
"entry"[4]: ["soare","dirty","retry","entry"]
"booth"[5]: ["soare","culty","month","tooth","booth"]
"voter"[4]: ["soare","whomp","gavot","voter"]
"chide"[4]: ["soare","guilt","knife","chide"]
"elfin"[3]: ["soare","clint","elfin"]
"ebony"[3]: ["soare","melon","ebony"]
"neigh"[4]: ["soare","clint","feign","neigh"]
"minim"[4]: ["soare","clint","zymic","minim"]
"melon"[2]: ["soare","melon"]
"kneed"[4]: ["soare","clint","dumky","kneed"]
"decoy"[4]: ["soare","melon","depot","decoy"]
"voila"[3]: ["soare","cital","voila"]
"ankle"[3]: ["soare","lungi","ankle"]
"arrow"[4]: ["soare","timon","abled","arrow"]
"mushy"[3]: ["soare","humpy","mushy"]
"tribe"[4]: ["soare","pried","bantu","tribe"]
"cease"[3]: ["soare","belch","cease"]
"eager"[5]: ["soare","clipt","gombo","wager","eager"]
"birth"[3]: ["soare","guilt","birth"]
"graph"[4]: ["soare","clint","gravy","graph"]
"odder"[5]: ["soare","often","order","older","odder"]
"terra"[3]: ["soare","arett","terra"]
"weird"[3]: ["soare","dirty","weird"]
"tried"[3]: ["soare","putid","tried"]
"clack"[3]: ["soare","clink","clack"]
"color"[3]: ["soare","cyton","color"]
"rough"[4]: ["soare","cyton","ghoul","rough"]
"weigh"[4]: ["soare","clint","edify","weigh"]
"uncut"[3]: ["soare","clint","uncut"]
"ladle"[3]: ["soare","lungi","ladle"]
"strip"[3]: ["soare","cutup","strip"]
"craft"[3]: ["soare","clint","craft"]
"minus"[3]: ["soare","humpy","minus"]
"dicey"[3]: ["soare","clint","dicey"]
"titan"[3]: ["soare","clint","titan"]
"lucid"[3]: ["soare","clint","lucid"]
"vicar"[3]: ["soare","lucid","vicar"]
"dress"[5]: ["soare","untin","fresh","cress","dress"]
"ditch"[5]: ["soare","clint","piccy","hitch","ditch"]
"gypsy"[4]: ["soare","humpy","tipsy","gypsy"]
"pasta"[3]: ["soare","linty","pasta"]
"taffy"[4]: ["soare","clint","buffy","taffy"]
"flame"[4]: ["soare","belga","clept","flame"]
"swoop"[5]: ["soare","clint","hopak","spoof","swoop"]
"aloof"[4]: ["soare","blunt","allow","aloof"]
"sight"[3]: ["soare","flint","sight"]
"broke"[4]: ["soare","pwned","trove","broke"]
"teary"[3]: ["soare","thymy","teary"]
"chart"[3]: ["soare","ducat","chart"]
"sixty"[4]: ["soare","flint","sixth","sixty"]
"wordy"[4]: ["soare","cyton","roomy","wordy"]
"sheer"[4]: ["soare","unwit","sever","sheer"]
"leper"[4]: ["soare","putid","haply","leper"]
"nosey"[3]: ["soare","poesy","nosey"]
"bulge"[4]: ["soare","guilt","lunge","bulge"]
"savor"[2]: ["soare","savor"]
"clamp"[3]: ["soare","clink","clamp"]
"funky"[4]: ["soare","clint","nymph","funky"]
"foamy"[3]: ["soare","latch","foamy"]
"toxic"[4]: ["soare","culty","pinch","toxic"]
"brand"[4]: ["soare","clint","deked","brand"]
"plumb"[4]: ["soare","clint","bumph","plumb"]
"dingy"[5]: ["soare","clint","zymic","windy","dingy"]
"butte"[3]: ["soare","guilt","butte"]
"drill"[3]: ["soare","guilt","drill"]
"tripe"[4]: ["soare","pried","gripe","tripe"]
"bicep"[4]: ["soare","clint","dicey","bicep"]
"tenor"[3]: ["soare","often","tenor"]
"krill"[4]: ["soare","guilt","drill","krill"]
"worse"[3]: ["soare","rouse","worse"]
"drama"[5]: ["soare","clint","gravy","fraud","drama"]
"hyena"[4]: ["soare","clint","amend","hyena"]
"think"[4]: ["soare","clint","tying","think"]
"ratio"[3]: ["soare","timon","ratio"]
"cobra"[2]: ["soare","cobra"]
"basil"[3]: ["soare","linty","basil"]
"scrum"[4]: ["soare","cutup","scrub","scrum"]
"bused"[3]: ["soare","built","bused"]
"phone"[4]: ["soare","cling","ozone","phone"]
"court"[4]: ["soare","dryly","mourn","court"]
"camel"[3]: ["soare","clint","camel"]
"proof"[6]: ["soare","cunit","dowly","groom","brook","proof"]
"heard"[3]: ["soare","thymy","heard"]
"angel"[4]: ["soare","clint","paned","angel"]
"petal"[5]: ["soare","clint","delta","metal","petal"]
"pouty"[3]: ["soare","culty","pouty"]
"throb"[4]: ["soare","cunit","berth","throb"]
"maybe"[4]: ["soare","lungi","bathe","maybe"]
"fetal"[6]: ["soare","clint","delta","metal","petal","fetal"]
"sprig"[3]: ["soare","cutup","sprig"]
"spine"[4]: ["soare","elint","swine","spine"]
"shout"[5]: ["soare","clint","stout","spout","shout"]
"cadet"[4]: ["soare","clint","cheat","cadet"]
"macro"[3]: ["soare","acold","macro"]
"dodgy"[5]: ["soare","culty","dubbo","dowdy","dodgy"]
"satyr"[3]: ["soare","party","satyr"]
"rarer"[5]: ["soare","clipt","gombo","kneed","rarer"]
"binge"[4]: ["soare","guilt","hinge","binge"]
"trend"[3]: ["soare","putid","trend"]
"nutty"[3]: ["soare","clint","nutty"]
"leapt"[4]: ["soare","letch","leant","leapt"]
"amiss"[4]: ["soare","linty","basic","amiss"]
"split"[3]: ["soare","flint","split"]
"myrrh"[3]: ["soare","hurly","myrrh"]
"width"[4]: ["soare","clint","fyked","width"]
"sonar"[3]: ["soare","solar","sonar"]
"tower"[4]: ["soare","whomp","lower","tower"]
"baron"[4]: ["soare","timon","apron","baron"]
"fever"[5]: ["soare","putid","fancy","fewer","fever"]
"waver"[6]: ["soare","clipt","gombo","kneed","rarer","waver"]
"spark"[3]: ["soare","kempt","spark"]
"belie"[3]: ["soare","guilt","belie"]
"sloop"[4]: ["soare","clint","slosh","sloop"]
"expel"[5]: ["soare","clint","byway","quell","expel"]
"smote"[4]: ["soare","clapt","stove","smote"]
"baler"[4]: ["soare","clipt","relay","baler"]
"above"[3]: ["soare","blond","above"]
"north"[3]: ["soare","cyton","north"]
"wafer"[7]: ["soare","clipt","gombo","kneed","rarer","waver","wafer"]
"scant"[3]: ["soare","clint","scant"]
"frill"[5]: ["soare","guilt","drill","krill","frill"]
"awash"[3]: ["soare","mulch","awash"]
"snack"[3]: ["soare","clint","snack"]
"scowl"[4]: ["soare","clint","scold","scowl"]
"frail"[3]: ["soare","clint","frail"]
"drift"[4]: ["soare","guilt","print","drift"]
"limbo"[4]: ["soare","clint","igloo","limbo"]
"fence"[5]: ["soare","guilt","munch","pence","fence"]
"motel"[3]: ["soare","mythy","motel"]
"ounce"[3]: ["soare","cling","ounce"]
"wreak"[6]: ["soare","clipt","gombo","kneed","freak","wreak"]
"revel"[5]: ["soare","putid","fancy","rebel","revel"]
"talon"[3]: ["soare","blunt","talon"]
"prior"[4]: ["soare","cunit","primo","prior"]
"knelt"[3]: ["soare","clint","knelt"]
"cello"[3]: ["soare","melon","cello"]
"flake"[5]: ["soare","belga","clept","flame","flake"]
"debug"[4]: ["soare","clint","buddy","debug"]
"anode"[3]: ["soare","blond","anode"]
"crime"[5]: ["soare","pried","bantu","grime","crime"]
"salve"[3]: ["soare","saute","salve"]
"scout"[3]: ["soare","clint","scout"]
"imbue"[4]: ["soare","guilt","pique","imbue"]
"pinky"[5]: ["soare","clint","zymic","windy","pinky"]
"stave"[5]: ["soare","cloth","stage","stake","stave"]
"vague"[4]: ["soare","lungi","gauze","vague"]
"chock"[3]: ["soare","clint","chock"]
"fight"[6]: ["soare","clint","dhoti","might","wight","fight"]
"video"[4]: ["soare","melon","epoch","video"]
"stone"[5]: ["soare","clapt","stove","stoke","stone"]
"teach"[3]: ["soare","letch","teach"]
"cleft"[3]: ["soare","clint","cleft"]
"frost"[3]: ["soare","croft","frost"]
"prawn"[5]: ["soare","clint","brawn","drawn","prawn"]
"booty"[3]: ["soare","culty","booty"]
"twist"[4]: ["soare","humpy","visit","twist"]
"apnea"[5]: ["soare","clint","vughs","mixup","apnea"]
"stiff"[3]: ["soare","flint","stiff"]
"plaza"[4]: ["soare","clink","llama","plaza"]
"ledge"[3]: ["soare","guilt","ledge"]
"tweak"[5]: ["soare","clint","matey","theta","tweak"]
"board"[3]: ["soare","hoard","board"]
"grant"[3]: ["soare","clint","grant"]
"medic"[4]: ["soare","clint","dicey","medic"]
"bacon"[3]: ["soare","blunt","bacon"]
"cable"[6]: ["soare","lungi","amply","table","fable","cable"]
"brawl"[4]: ["soare","clint","drawl","brawl"]
"slunk"[4]: ["soare","flint","slung","slunk"]
"raspy"[3]: ["soare","marsh","raspy"]
"forum"[4]: ["soare","cyton","ghoul","forum"]
"drone"[3]: ["soare","pwned","drone"]
"women"[4]: ["soare","mythy","golem","women"]
"mucus"[3]: ["soare","humpy","mucus"]
"boast"[4]: ["soare","coast","toast","boast"]
"toddy"[3]: ["soare","culty","toddy"]
"coven"[5]: ["soare","mythy","lawin","dozen","coven"]
"tumor"[4]: ["soare","cunit","tutor","tumor"]
"truer"[4]: ["soare","putid","rebut","truer"]
"wrath"[4]: ["soare","clint","tramp","wrath"]
"stall"[4]: ["soare","clint","stalk","stall"]
"steam"[4]: ["soare","knelt","stead","steam"]
"axial"[4]: ["soare","clint","gaily","axial"]
"purer"[3]: ["soare","putid","purer"]
"daily"[4]: ["soare","clint","gaily","daily"]
"trail"[3]: ["soare","clint","trail"]
"niche"[4]: ["soare","guilt","pence","niche"]
"mealy"[3]: ["soare","letch","mealy"]
"juice"[3]: ["soare","guilt","juice"]
"nylon"[4]: ["soare","clint","knoll","nylon"]
"plump"[4]: ["soare","clint","bumph","plump"]
"merry"[4]: ["soare","dirty","ferry","merry"]
"flail"[4]: ["soare","clink","plaid","flail"]
"papal"[4]: ["soare","clint","pudgy","papal"]
"wheat"[4]: ["soare","clint","begat","wheat"]
"berry"[5]: ["soare","dirty","ferry","merry","berry"]
"cower"[5]: ["soare","whomp","lower","tower","cower"]
"erect"[4]: ["soare","putid","garth","erect"]
"brute"[4]: ["soare","pried","truce","brute"]
"leggy"[5]: ["soare","clint","byway","jelly","leggy"]
"snipe"[4]: ["soare","elint","snide","snipe"]
"sinew"[4]: ["soare","clipt","sheik","sinew"]
"skier"[3]: ["soare","unwit","skier"]
"penny"[3]: ["soare","clint","penny"]
"jumpy"[4]: ["soare","clint","dumpy","jumpy"]
"rally"[4]: ["soare","lucid","altar","rally"]
"umbra"[3]: ["soare","ramin","umbra"]
"scary"[6]: ["soare","kempt","shard","snarl","scarf","scary"]
"modem"[4]: ["soare","mythy","model","modem"]
"gross"[4]: ["soare","croft","dross","gross"]
"avian"[3]: ["soare","clint","avian"]
"greed"[6]: ["soare","putid","creed","breed","freed","greed"]
"satin"[4]: ["soare","culty","saint","satin"]
"tonic"[4]: ["soare","culty","pinch","tonic"]
"parka"[4]: ["soare","lucid","mythy","parka"]
"sniff"[3]: ["soare","flint","sniff"]
"livid"[5]: ["soare","clint","zymic","vigil","livid"]
"stark"[3]: ["soare","kempt","stark"]
"trump"[4]: ["soare","guilt","chump","trump"]
"giddy"[5]: ["soare","clint","zymic","podge","giddy"]
"reuse"[3]: ["soare","cunei","reuse"]
"taboo"[3]: ["soare","blunt","taboo"]
"avoid"[4]: ["soare","blunt","chimo","avoid"]
"quote"[4]: ["soare","cling","evoke","quote"]
"devil"[4]: ["soare","clint","pyxed","devil"]
"liken"[4]: ["soare","clint","linen","liken"]
"gloss"[3]: ["soare","kight","gloss"]
"gayer"[5]: ["soare","clipt","gombo","gazer","gayer"]
"beret"[4]: ["soare","putid","garth","beret"]
"noise"[4]: ["soare","pulmo","goose","noise"]
"gland"[5]: ["soare","clink","plant","bland","gland"]
"dealt"[3]: ["soare","letch","dealt"]
"sling"[3]: ["soare","flint","sling"]
"rumor"[4]: ["soare","cunit","humor","rumor"]
"opera"[2]: ["soare","opera"]
"thigh"[3]: ["soare","clint","thigh"]
"tonga"[3]: ["soare","cital","tonga"]
"flare"[5]: ["soare","aware","glare","blare","flare"]
"wound"[4]: ["soare","culty","hewgh","wound"]
"white"[4]: ["soare","guilt","twice","white"]
"bulky"[5]: ["soare","clint","bumph","bully","bulky"]
"etude"[4]: ["soare","guilt","chute","etude"]
"horse"[4]: ["soare","rouse","worse","horse"]
"circa"[4]: ["soare","lucid","cigar","circa"]
"paddy"[4]: ["soare","clint","pygmy","paddy"]
"inbox"[4]: ["soare","clint","dingo","inbox"]
"fizzy"[5]: ["soare","clint","zymic","dizzy","fizzy"]
"grain"[5]: ["soare","clint","drain","brain","grain"]
"exert"[3]: ["soare","dirty","exert"]
"surge"[3]: ["soare","serve","surge"]
"gleam"[5]: ["soare","clint","alley","bleak","gleam"]
"belle"[4]: ["soare","guilt","cycle","belle"]
"salvo"[4]: ["soare","shoal","salon","salvo"]
"crush"[3]: ["soare","bruit","crush"]
"fruit"[3]: ["soare","guilt","fruit"]
"sappy"[5]: ["soare","culty","savvy","sassy","sappy"]
"taker"[5]: ["soare","clipt","tatar","tamer","taker"]
"tract"[3]: ["soare","clint","tract"]
"ovine"[4]: ["soare","cling","opine","ovine"]
"spiky"[4]: ["soare","flint","spicy","spiky"]
"frank"[5]: ["soare","clint","deked","prank","frank"]
"reedy"[5]: ["soare","putid","flyby","nerdy","reedy"]
"filth"[4]: ["soare","clint","tulip","filth"]
"spasm"[4]: ["soare","clint","whomp","spasm"]
"heave"[4]: ["soare","belga","weave","heave"]
"mambo"[3]: ["soare","blunt","mambo"]
"right"[3]: ["soare","guilt","right"]
"clank"[3]: ["soare","clink","clank"]
"trust"[4]: ["soare","bruit","crust","trust"]
"lumen"[4]: ["soare","clint","kneel","lumen"]
"borne"[3]: ["soare","burgh","borne"]
"spook"[4]: ["soare","clint","hopak","spook"]
"sauce"[3]: ["soare","saute","sauce"]
"amber"[4]: ["soare","clipt","gombo","amber"]
"lathe"[4]: ["soare","lungi","ladle","lathe"]
"carat"[4]: ["soare","lucid","march","carat"]
"corer"[7]: ["soare","whomp","gavot","adobo","foyer","joker","corer"]
"dirty"[4]: ["soare","guilt","birth","dirty"]
"slyly"[4]: ["soare","flint","slump","slyly"]
"affix"[4]: ["soare","clint","mixup","affix"]
"alloy"[4]: ["soare","blunt","allow","alloy"]
"taint"[5]: ["soare","clint","faint","paint","taint"]
"sheep"[5]: ["soare","clipt","spend","sweep","sheep"]
"kinky"[6]: ["soare","clint","zymic","windy","pinky","kinky"]
"wooly"[5]: ["soare","culty","upbow","lowly","wooly"]
"mauve"[4]: ["soare","lungi","acute","mauve"]
"flung"[4]: ["soare","clint","plunk","flung"]
"yacht"[3]: ["soare","clint","yacht"]
"fried"[3]: ["soare","putid","fried"]
"quail"[4]: ["soare","clink","avail","quail"]
"brunt"[3]: ["soare","guilt","brunt"]
"grimy"[4]: ["soare","guilt","grind","grimy"]
"curvy"[4]: ["soare","guilt","murky","curvy"]
"cagey"[4]: ["soare","clint","cheap","cagey"]
"rinse"[3]: ["soare","cunei","rinse"]
"deuce"[4]: ["soare","guilt","undue","deuce"]
"state"[4]: ["soare","cloth","skate","state"]
"grasp"[3]: ["soare","sechs","grasp"]
"milky"[5]: ["soare","clint","zymic","filmy","milky"]
"bison"[4]: ["soare","kight","disco","bison"]
"graft"[4]: ["soare","clint","draft","graft"]
"sandy"[6]: ["soare","culty","savvy","sassy","sappy","sandy"]
"baste"[3]: ["soare","battu","baste"]
"flask"[5]: ["soare","mulch","glass","blast","flask"]
"hedge"[4]: ["soare","guilt","wedge","hedge"]
"girly"[3]: ["soare","guilt","girly"]
"swash"[4]: ["soare","clint","whomp","swash"]
"boney"[4]: ["soare","mythy","covey","boney"]
"coupe"[3]: ["soare","guild","coupe"]
"endow"[4]: ["soare","melon","enjoy","endow"]
"abhor"[4]: ["soare","timon","abled","abhor"]
"welch"[4]: ["soare","clint","belch","welch"]
"blade"[4]: ["soare","belga","blaze","blade"]
"tight"[7]: ["soare","clint","dhoti","might","wight","fight","tight"]
"geese"[4]: ["soare","ennui","these","geese"]
"miser"[3]: ["soare","untin","miser"]
"mirth"[4]: ["soare","guilt","birth","mirth"]
"cloud"[4]: ["soare","clint","clock","cloud"]
"cabal"[4]: ["soare","clint","caulk","cabal"]
"leech"[4]: ["soare","clint","belch","leech"]
"close"[3]: ["soare","beech","close"]
"tenth"[3]: ["soare","clint","tenth"]
"pecan"[3]: ["soare","clint","pecan"]
"droit"[4]: ["soare","cunit","orbit","droit"]
"grail"[4]: ["soare","clint","frail","grail"]
"clone"[3]: ["soare","cling","clone"]
"guise"[3]: ["soare","ennui","guise"]
"ralph"[5]: ["soare","lucid","altar","rally","ralph"]
"tango"[3]: ["soare","blunt","tango"]
"biddy"[5]: ["soare","clint","zymic","podge","biddy"]
"smith"[4]: ["soare","flint","stick","smith"]
"mower"[3]: ["soare","whomp","mower"]
"payee"[4]: ["soare","lungi","bathe","payee"]
"serif"[3]: ["soare","unwit","serif"]
"drape"[4]: ["soare","ditch","drake","drape"]
"fifth"[4]: ["soare","clint","fyked","fifth"]
"spank"[4]: ["soare","clint","shank","spank"]
"glaze"[4]: ["soare","belga","glade","glaze"]
"allot"[4]: ["soare","blunt","aloft","allot"]
"truck"[4]: ["soare","guilt","chump","truck"]
"kayak"[4]: ["soare","clint","pygmy","kayak"]
"virus"[3]: ["soare","bruit","virus"]
"testy"[4]: ["soare","built","zesty","testy"]
"tepee"[4]: ["soare","guilt","theme","tepee"]
"fully"[5]: ["soare","clint","bumph","gully","fully"]
"zonal"[5]: ["soare","cital","modal","loyal","zonal"]
"metro"[3]: ["soare","retro","metro"]
"curry"[4]: ["soare","hurly","furry","curry"]
"grand"[5]: ["soare","clint","deked","brand","grand"]
"banjo"[4]: ["soare","blunt","bacon","banjo"]
"axion"[4]: ["soare","blunt","amigo","axion"]
"bezel"[5]: ["soare","clint","byway","bevel","bezel"]
"occur"[3]: ["soare","cunit","occur"]
"chain"[3]: ["soare","clink","chain"]
"nasal"[3]: ["soare","linty","nasal"]
"gooey"[5]: ["soare","mythy","covey","boney","gooey"]
"filer"[4]: ["soare","putid","fling","filer"]
"brace"[4]: ["soare","ditch","grace","brace"]
"allay"[5]: ["soare","clint","album","alpha","allay"]
"pubic"[4]: ["soare","clint","mimic","pubic"]
"raven"[5]: ["soare","clipt","gombo","kneed","raven"]
"plead"[6]: ["soare","clint","alley","bleak","gleam","plead"]
"gnash"[4]: ["soare","mulch","awash","gnash"]
"flaky"[3]: ["soare","clink","flaky"]
"munch"[4]: ["soare","clint","hunch","munch"]
"dully"[6]: ["soare","clint","bumph","gully","fully","dully"]
"eking"[4]: ["soare","clint","being","eking"]
"thing"[4]: ["soare","clint","tying","thing"]
"slink"[4]: ["soare","flint","sling","slink"]
"hurry"[3]: ["soare","hurly","hurry"]
"theft"[4]: ["soare","clint","bufty","theft"]
"shorn"[3]: ["soare","chant","shorn"]
"pygmy"[4]: ["soare","clint","dumpy","pygmy"]
"ranch"[4]: ["soare","lucid","march","ranch"]
"wring"[4]: ["soare","guilt","bring","wring"]
"lemon"[3]: ["soare","melon","lemon"]
"shore"[3]: ["soare","chant","shore"]
"mamma"[4]: ["soare","clint","pygmy","mamma"]
"froze"[5]: ["soare","pwned","trove","broke","froze"]
"newer"[5]: ["soare","putid","fancy","never","newer"]
"style"[3]: ["soare","elint","style"]
"moose"[3]: ["soare","pulmo","moose"]
"antic"[3]: ["soare","clint","antic"]
"drown"[4]: ["soare","cunit","dwang","drown"]
"vegan"[4]: ["soare","clint","vughs","vegan"]
"chess"[4]: ["soare","built","pesky","chess"]
"guppy"[5]: ["soare","clint","dumpy","puppy","guppy"]
"union"[4]: ["soare","clint","onion","union"]
"lever"[5]: ["soare","putid","fancy","rebel","lever"]
"lorry"[3]: ["soare","dryly","lorry"]
"image"[4]: ["soare","belga","adage","image"]
"cabby"[4]: ["soare","clint","caddy","cabby"]
"druid"[4]: ["soare","guilt","incur","druid"]
"exact"[4]: ["soare","letch","enact","exact"]
"truth"[4]: ["soare","guilt","chump","truth"]
"dopey"[6]: ["soare","mythy","covey","boney","gooey","dopey"]
"spear"[3]: ["soare","paean","spear"]
"cried"[4]: ["soare","putid","fried","cried"]
"chime"[5]: ["soare","guilt","knife","chide","chime"]
"crony"[4]: ["soare","cunit","crown","crony"]
"stunk"[4]: ["soare","flint","stung","stunk"]
"timid"[4]: ["soare","clint","fyked","timid"]
"batch"[4]: ["soare","clint","biccy","batch"]
"gauge"[3]: ["soare","lungi","gauge"]
"rotor"[4]: ["soare","cyton","motor","rotor"]
"crack"[5]: ["soare","clint","crazy","cramp","crack"]
"curve"[4]: ["soare","pried","vuggy","curve"]
"latte"[5]: ["soare","lungi","ladle","lathe","latte"]
"witch"[6]: ["soare","clint","piccy","hitch","ditch","witch"]
"bunch"[5]: ["soare","clint","hunch","munch","bunch"]
"repel"[5]: ["soare","putid","haply","leper","repel"]
"anvil"[4]: ["soare","clint","final","anvil"]
"soapy"[2]: ["soare","soapy"]
"meter"[4]: ["soare","putid","retch","meter"]
"broth"[4]: ["soare","cunit","berth","broth"]
"madly"[5]: ["soare","clint","pudgy","badly","madly"]
"dried"[5]: ["soare","putid","fried","cried","dried"]
"scene"[3]: ["soare","elint","scene"]
"known"[3]: ["soare","clint","known"]
"magma"[4]: ["soare","clint","pygmy","magma"]
"roost"[3]: ["soare","worst","roost"]
"woman"[4]: ["soare","cital","gonad","woman"]
"thong"[3]: ["soare","clint","thong"]
"punch"[6]: ["soare","clint","hunch","munch","bunch","punch"]
"pasty"[5]: ["soare","linty","hasty","tasty","pasty"]
"downy"[5]: ["soare","culty","dubbo","dowdy","downy"]
"knead"[5]: ["soare","clint","vughs","mixup","knead"]
"whirl"[3]: ["soare","hurly","whirl"]
"rapid"[4]: ["soare","lucid","rabid","rapid"]
"clang"[3]: ["soare","clink","clang"]
"anger"[5]: ["soare","clipt","gombo","wager","anger"]
"drive"[4]: ["soare","pried","bride","drive"]
"goofy"[5]: ["soare","culty","dubbo","foggy","goofy"]
"email"[3]: ["soare","letch","email"]
"music"[4]: ["soare","humpy","mucus","music"]
"stuff"[3]: ["soare","flint","stuff"]
"bleep"[4]: ["soare","clint","bleed","bleep"]
"rider"[4]: ["soare","putid","ridic","rider"]
"mecca"[4]: ["soare","clint","decay","mecca"]
"folio"[3]: ["soare","culty","folio"]
"setup"[4]: ["soare","clipt","steep","setup"]
"verso"[2]: ["soare","verso"]
"quash"[3]: ["soare","mulch","quash"]
"fauna"[4]: ["soare","clint","fanny","fauna"]
"gummy"[5]: ["soare","clint","dumpy","mummy","gummy"]
"happy"[4]: ["soare","clint","pygmy","happy"]
"newly"[4]: ["soare","clint","kneel","newly"]
"fussy"[4]: ["soare","humpy","ditts","fussy"]
"relic"[3]: ["soare","putid","relic"]
"guava"[3]: ["soare","clink","guava"]
"ratty"[4]: ["soare","lucid","mythy","ratty"]
"fudge"[4]: ["soare","guilt","fondu","fudge"]
"femur"[4]: ["soare","putid","lemel","femur"]
"chirp"[4]: ["soare","hurly","third","chirp"]
"forte"[4]: ["soare","burgh","force","forte"]
"alibi"[3]: ["soare","clint","alibi"]
"whine"[4]: ["soare","guilt","knife","whine"]
"petty"[4]: ["soare","clint","hyphy","petty"]
"golly"[5]: ["soare","culty","fjeld","holly","golly"]
"plait"[4]: ["soare","clink","plaid","plait"]
"fleck"[3]: ["soare","clint","fleck"]
"felon"[3]: ["soare","melon","felon"]
"gourd"[3]: ["soare","dryly","gourd"]
"brown"[5]: ["soare","cunit","dwang","frown","brown"]
"thrum"[4]: ["soare","guilt","chump","thrum"]
"ficus"[4]: ["soare","humpy","using","ficus"]
"stash"[5]: ["soare","clint","staff","stamp","stash"]
"decry"[3]: ["soare","dirty","decry"]
"wiser"[4]: ["soare","untin","miser","wiser"]
"junta"[4]: ["soare","clint","tangy","junta"]
"visor"[3]: ["soare","croft","visor"]
"daunt"[4]: ["soare","clint","death","daunt"]
"scree"[4]: ["soare","serve","spree","scree"]
"impel"[4]: ["soare","clint","pyxed","impel"]
"await"[3]: ["soare","clink","await"]
"press"[6]: ["soare","untin","fresh","cress","dress","press"]
"whose"[4]: ["soare","beech","those","whose"]
"turbo"[4]: ["soare","cunit","tutor","turbo"]
"stoop"[4]: ["soare","clint","stomp","stoop"]
"speak"[3]: ["soare","knelt","speak"]
"mangy"[4]: ["soare","clint","dungy","mangy"]
"eying"[5]: ["soare","clint","being","eking","eying"]
"inlet"[3]: ["soare","clint","inlet"]
"crone"[3]: ["soare","pwned","crone"]
"pulse"[3]: ["soare","ennui","pulse"]
"mossy"[3]: ["soare","ilium","mossy"]
"staid"[3]: ["soare","clint","staid"]
"hence"[4]: ["soare","guilt","munch","hence"]
"pinch"[5]: ["soare","clint","winch","finch","pinch"]
"teddy"[5]: ["soare","clint","hyphy","jetty","teddy"]
"sully"[4]: ["soare","flint","hunky","sully"]
"snore"[3]: ["soare","chant","snore"]
"ripen"[4]: ["soare","putid","riper","ripen"]
"snowy"[5]: ["soare","clint","pwned","shown","snowy"]
"attic"[3]: ["soare","clint","attic"]
"going"[4]: ["soare","culty","doing","going"]
"leach"[3]: ["soare","letch","leach"]
"mouth"[3]: ["soare","culty","mouth"]
"hound"[4]: ["soare","culty","hewgh","hound"]
"clump"[4]: ["soare","clint","cluck","clump"]
"tonal"[3]: ["soare","cital","tonal"]
"bigot"[4]: ["soare","clint","pivot","bigot"]
"peril"[3]: ["soare","putid","peril"]
"piece"[4]: ["soare","guilt","pence","piece"]
"blame"[5]: ["soare","belga","blaze","blade","blame"]
"haute"[4]: ["soare","lungi","acute","haute"]
"spied"[3]: ["soare","clipt","spied"]
"undid"[4]: ["soare","clint","zymic","undid"]
"intro"[4]: ["soare","hyoid","micro","intro"]
"basal"[4]: ["soare","linty","usual","basal"]
"shine"[5]: ["soare","elint","swine","spine","shine"]
"gecko"[3]: ["soare","melon","gecko"]
"rodeo"[5]: ["soare","whomp","gavot","adobo","rodeo"]
"guard"[3]: ["soare","ducat","guard"]
"steer"[3]: ["soare","unwit","steer"]
"loamy"[3]: ["soare","latch","loamy"]
"scamp"[4]: ["soare","clint","smack","scamp"]
"scram"[3]: ["soare","party","scram"]
"manly"[4]: ["soare","clint","yukky","manly"]
"hello"[4]: ["soare","melon","cello","hello"]
"vaunt"[7]: ["soare","clint","death","jaunt","taunt","gaunt","vaunt"]
"organ"[4]: ["soare","timon","groan","organ"]
"feral"[4]: ["soare","clipt","relay","feral"]
"knock"[3]: ["soare","clint","knock"]
"extra"[4]: ["soare","arett","terra","extra"]
"condo"[4]: ["soare","culty","conic","condo"]
"adapt"[4]: ["soare","clink","guava","adapt"]
"willy"[8]: ["soare","clint","zymic","dilly","filly","billy","hilly","willy"]
"polka"[3]: ["soare","cital","polka"]
"rayon"[4]: ["soare","timon","apron","rayon"]
"skirt"[3]: ["soare","tupik","skirt"]
"faith"[4]: ["soare","clint","amity","faith"]
"torso"[3]: ["soare","worst","torso"]
"match"[7]: ["soare","clint","biccy","hatch","watch","patch","match"]
"mercy"[4]: ["soare","putid","fancy","mercy"]
"tepid"[4]: ["soare","clint","piety","tepid"]
"sleek"[3]: ["soare","clipt","sleek"]
"riser"[5]: ["soare","untin","miser","wiser","riser"]
"twixt"[3]: ["soare","clint","twixt"]
"peace"[4]: ["soare","belga","weave","peace"]
"flush"[4]: ["soare","humpy","blush","flush"]
"catty"[4]: ["soare","clint","catch","catty"]
"login"[3]: ["soare","culty","login"]
"eject"[3]: ["soare","clint","eject"]
"roger"[4]: ["soare","whomp","gavot","roger"]
"rival"[4]: ["soare","lucid","viral","rival"]
"untie"[3]: ["soare","guilt","untie"]
"refit"[5]: ["soare","putid","their","merit","refit"]
"aorta"[4]: ["soare","filmy","borax","aorta"]
"adult"[4]: ["soare","clint","fault","adult"]
"judge"[5]: ["soare","guilt","fondu","budge","judge"]
"rower"[6]: ["soare","whomp","lower","tower","cower","rower"]
